STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,AREA_CEN18_WRK_001,Area,HOURSWORKED_CEN18_WRK_001,Hours worked in employment per week,OCCUPATION_CEN18_WRK_001,Occupation,SEX_CEN18_WRK_001,Sex,YEAR_CEN18_WRK_001,Year,OBS_VALUE,Observation value,OBS_STATUS,Observation status
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,9,Residual Categories (Operational Codes only),9,Total people - sex,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,9999999,Total people - occupation,1,Male,2018,,685335.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,9999999,Total people - occupation,2,Female,2018,,438261.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,9999999,Total people - occupation,9,Total people - sex,2018,,1123596.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,1,Managers,1,Male,2018,,64500.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,1,Managers,2,Female,2018,,19428.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,1,Managers,9,Total people - sex,2018,,83928.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,2,Professionals,1,Male,2018,,34119.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,2,Professionals,2,Female,2018,,26433.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,2,Professionals,9,Total people - sex,2018,,60555.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,3,Technicians and Trades Workers,1,Male,2018,,31707.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,3,Technicians and Trades Workers,2,Female,2018,,2748.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,3,Technicians and Trades Workers,9,Total people - sex,2018,,34452.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,4,Community and Personal Service Workers,1,Male,2018,,5925.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,4,Community and Personal Service Workers,2,Female,2018,,4797.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,4,Community and Personal Service Workers,9,Total people - sex,2018,,10722.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,5,Clerical and Administrative Workers,1,Male,2018,,6441.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,5,Clerical and Administrative Workers,2,Female,2018,,6252.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,5,Clerical and Administrative Workers,9,Total people - sex,2018,,12693.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,6,Sales Workers,1,Male,2018,,8259.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,6,Sales Workers,2,Female,2018,,4137.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,6,Sales Workers,9,Total people - sex,2018,,12396.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,7,Machinery Operators and Drivers,1,Male,2018,,25428.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,7,Machinery Operators and Drivers,2,Female,2018,,1404.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,7,Machinery Operators and Drivers,9,Total people - sex,2018,,26832.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,7777,Total people stated,1,Male,2018,,197700.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,7777,Total people stated,2,Female,2018,,69999.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,7777,Total people stated,9,Total people - sex,2018,,267699.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,8,Labourers,1,Male,2018,,21324.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,8,Labourers,2,Female,2018,,4800.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,8,Labourers,9,Total people - sex,2018,,26124.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,9,Residual Categories (Operational Codes only),1,Male,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,9,Residual Categories (Operational Codes only),2,Female,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,9,Residual Categories (Operational Codes only),9,Total people - sex,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,9999999,Total people - occupation,1,Male,2018,,197700.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,9999999,Total people - occupation,2,Female,2018,,69999.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,6,50-59 hours worked,9999999,Total people - occupation,9,Total people - sex,2018,,267699.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,1,Managers,1,Male,2018,,42519.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,1,Managers,2,Female,2018,,11766.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,1,Managers,9,Total people - sex,2018,,54291.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,2,Professionals,1,Male,2018,,15261.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,2,Professionals,2,Female,2018,,12678.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,2,Professionals,9,Total people - sex,2018,,27936.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,3,Technicians and Trades Workers,1,Male,2018,,12753.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,3,Technicians and Trades Workers,2,Female,2018,,1653.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,3,Technicians and Trades Workers,9,Total people - sex,2018,,14409.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,4,Community and Personal Service Workers,1,Male,2018,,4578.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,4,Community and Personal Service Workers,2,Female,2018,,4191.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,4,Community and Personal Service Workers,9,Total people - sex,2018,,8769.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,5,Clerical and Administrative Workers,1,Male,2018,,3267.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,5,Clerical and Administrative Workers,2,Female,2018,,2538.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,5,Clerical and Administrative Workers,9,Total people - sex,2018,,5805.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,6,Sales Workers,1,Male,2018,,3909.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,6,Sales Workers,2,Female,2018,,2424.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,6,Sales Workers,9,Total people - sex,2018,,6333.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,7,Machinery Operators and Drivers,1,Male,2018,,20805.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,7,Machinery Operators and Drivers,2,Female,2018,,912.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,7,Machinery Operators and Drivers,9,Total people - sex,2018,,21717.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,7777,Total people stated,1,Male,2018,,114321.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,7777,Total people stated,2,Female,2018,,39189.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,7777,Total people stated,9,Total people - sex,2018,,153507.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,8,Labourers,1,Male,2018,,11229.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,8,Labourers,2,Female,2018,,3024.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,8,Labourers,9,Total people - sex,2018,,14253.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,9,Residual Categories (Operational Codes only),1,Male,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,9,Residual Categories (Operational Codes only),2,Female,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,9,Residual Categories (Operational Codes only),9,Total people - sex,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,9999999,Total people - occupation,1,Male,2018,,114321.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,9999999,Total people - occupation,2,Female,2018,,39189.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,7,60 hours or more worked,9999999,Total people - occupation,9,Total people - sex,2018,,153507.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,1,Managers,1,Male,2018,,279072.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,1,Managers,2,Female,2018,,162015.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,1,Managers,9,Total people - sex,2018,,441087.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,2,Professionals,1,Male,2018,,246699.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,2,Professionals,2,Female,2018,,315570.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,2,Professionals,9,Total people - sex,2018,,562269.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,3,Technicians and Trades Workers,1,Male,2018,,238023.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,3,Technicians and Trades Workers,2,Female,2018,,56856.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,3,Technicians and Trades Workers,9,Total people - sex,2018,,294882.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,4,Community and Personal Service Workers,1,Male,2018,,71655.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,4,Community and Personal Service Workers,2,Female,2018,,161445.0,,,
